Extraction No.	Mapped Reads	Total Reads	% Mapped	% Mapped-Q30	MT_reads	Duplicates	ReadLen (Mapped)	SD ReadLen (Mapped)	ReadLen (All)	SD ReadLen (All)	P5	P8	Pool	Species	Path
AA131	2280	310295	0.73478464	0.092170354	6	0.3018	25.25942211	14.04508899	53.15258699	14.11583836	7	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA131_trim_adRm.fq.gz
AA132	1010	70269	1.437333675	0.196388165	0	0.2149	25.03152585	14.3829397	54.08393765	15.25120318	8	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA132_trim_adRm.fq.gz
AA133	774556	2431159	31.85953695	21.98576893	326	0.0195	55.27300546	13.8873433	57.61308155	14.04364405	9	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA133_trim_adRm.fq.gz
AA134	3901	153971	2.533593988	0.849510622	6	0.2528	39.19313894	17.43211426	59.22908128	16.78685067	10	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA134_trim_adRm.fq.gz
AA135	520	68308	0.761257832	0.127364291	0	0.05	21.72267206	8.12915596	48.12651943	14.3956799	11	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA135_trim_adRm.fq.gz
AA136	12454	782009	1.592564791	0.606003256	7	0.0055	32.61937828	15.51826919	45.70723201	13.30280441	12	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA136_trim_adRm.fq.gz
AA137	1852	66854	2.770215694	1.145780357	4	0.013	35.88949672	13.96989645	46.4759988	14.51789969	13	29	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA137_trim_adRm.fq.gz
AA399	744	507063	0.14672733	0.022285199	1	0.3831	31.47058824	20.04037153	65.83728378	10.36674958	1	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA399_trim_adRm.fq.gz
AA400	385	76763	0.501543712	0.074254524	1	0.0312	23.15281501	10.40397587	53.60430483	16.11062439	2	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA400_trim_adRm.fq.gz
AA401	3294	877330	0.375457354	0.10121619	3	0.0513	42.7552	17.93439931	60.38393864	12.51723062	3	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA401_trim_adRm.fq.gz
AA402	13771	2173174	0.633681426	0.187789841	27	0.0034	28.44331099	15.03760715	47.72746416	13.10413532	4	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA402_trim_adRm.fq.gz
AA403	463	76890	0.602158928	0.208089478	0	0.1015	33.38221154	16.04273122	67.09121195	13.7133239	5	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA403_trim_adRm.fq.gz
AA404	7863	377886	2.080786269	0.401973082	15	0.2317	24.78910776	9.546724788	43.62244192	13.43490321	6	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA404_trim_adRm.fq.gz
AA405	11225	1463100	0.767206616	0.150502358	35	0.0622	23.80659257	9.451719483	49.42397644	14.5444574	7	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA405_trim_adRm.fq.gz
AA406	6025	791160	0.761540017	0.213483998	12	0.1402	28.8546332	13.36585132	50.1888032	13.60360245	8	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA406_trim_adRm.fq.gz
AA407	10336	382214	2.704244219	1.103308618	10	0.0682	35.10414287	12.28820803	45.59523629	12.96014692	9	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA407_trim_adRm.fq.gz
AA408	6367	363863	1.749834416	0.373217392	23	0.3917	34.50477666	16.80701535	51.44102566	14.03841672	10	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA408_trim_adRm.fq.gz
AA409	2907	785569	0.370050244	0.119913082	8	0.0475	32.7352835	16.5506204	51.94278937	13.80261122	11	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA409_trim_adRm.fq.gz
AA410	4564	900106	0.507051392	0.161758726	10	0.1628	34.61057315	16.63402283	52.0024295	13.37629977	12	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA410_trim_adRm.fq.gz
AA411	63313	703775	8.996199069	4.866328017	380	0.0119	48.85676151	12.89790336	48.41261155	12.49142602	13	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA411_trim_adRm.fq.gz
AA399	744	507063	0.14672733	0.022285199	1	0.3831	31.47058824	20.04037153	65.83728378	10.36674958	1	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA399_trim_adRm.fq.gz
AA400	385	76763	0.501543712	0.074254524	1	0.0312	23.15281501	10.40397587	53.60430483	16.11062439	2	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA400_trim_adRm.fq.gz
AA401	3294	877330	0.375457354	0.10121619	3	0.0513	42.7552	17.93439931	60.38393864	12.51723062	3	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA401_trim_adRm.fq.gz
AA402	13771	2173174	0.633681426	0.187789841	27	0.0034	28.44331099	15.03760715	47.72746416	13.10413532	4	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA402_trim_adRm.fq.gz
AA403	463	76890	0.602158928	0.208089478	0	0.1015	33.38221154	16.04273122	67.09121195	13.7133239	5	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA403_trim_adRm.fq.gz
AA404	7863	377886	2.080786269	0.401973082	15	0.2317	24.78910776	9.546724788	43.62244192	13.43490321	6	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA404_trim_adRm.fq.gz
AA405	11225	1463100	0.767206616	0.150502358	35	0.0622	23.80659257	9.451719483	49.42397644	14.5444574	7	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA405_trim_adRm.fq.gz
AA406	6025	791160	0.761540017	0.213483998	12	0.1402	28.8546332	13.36585132	50.1888032	13.60360245	8	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA406_trim_adRm.fq.gz
AA407	10336	382214	2.704244219	1.103308618	10	0.0682	35.10414287	12.28820803	45.59523629	12.96014692	9	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA407_trim_adRm.fq.gz
AA408	6367	363863	1.749834416	0.373217392	23	0.3917	34.50477666	16.80701535	51.44102566	14.03841672	10	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA408_trim_adRm.fq.gz
AA409	2907	785569	0.370050244	0.119913082	8	0.0475	32.7352835	16.5506204	51.94278937	13.80261122	11	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA409_trim_adRm.fq.gz
AA410	4564	900106	0.507051392	0.161758726	10	0.1628	34.61057315	16.63402283	52.0024295	13.37629977	12	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA410_trim_adRm.fq.gz
AA411	63313	703775	8.996199069	4.866328017	380	0.0119	48.85676151	12.89790336	48.41261155	12.49142602	13	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA411_trim_adRm.fq.gz
AA399	744	507063	0.14672733	0.022285199	1	0.3831	31.47058824	20.04037153	65.83728378	10.36674958	1	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA399_trim_adRm.fq.gz
AA400	385	76763	0.501543712	0.074254524	1	0.0312	23.15281501	10.40397587	53.60430483	16.11062439	2	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA400_trim_adRm.fq.gz
AA401	3294	877330	0.375457354	0.10121619	3	0.0513	42.7552	17.93439931	60.38393864	12.51723062	3	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA401_trim_adRm.fq.gz
AA402	13771	2173174	0.633681426	0.187789841	27	0.0034	28.44331099	15.03760715	47.72746416	13.10413532	4	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA402_trim_adRm.fq.gz
AA403	463	76890	0.602158928	0.208089478	0	0.1015	33.38221154	16.04273122	67.09121195	13.7133239	5	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA403_trim_adRm.fq.gz
AA404	7863	377886	2.080786269	0.401973082	15	0.2317	24.78910776	9.546724788	43.62244192	13.43490321	6	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA404_trim_adRm.fq.gz
AA405	11225	1463100	0.767206616	0.150502358	35	0.0622	23.80659257	9.451719483	49.42397644	14.5444574	7	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA405_trim_adRm.fq.gz
AA406	6025	791160	0.761540017	0.213483998	12	0.1402	28.8546332	13.36585132	50.1888032	13.60360245	8	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA406_trim_adRm.fq.gz
AA407	10336	382214	2.704244219	1.103308618	10	0.0682	35.10414287	12.28820803	45.59523629	12.96014692	9	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA407_trim_adRm.fq.gz
AA408	6367	363863	1.749834416	0.373217392	23	0.3917	34.50477666	16.80701535	51.44102566	14.03841672	10	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA408_trim_adRm.fq.gz
AA409	2907	785569	0.370050244	0.119913082	8	0.0475	32.7352835	16.5506204	51.94278937	13.80261122	11	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA409_trim_adRm.fq.gz
AA410	4564	900106	0.507051392	0.161758726	10	0.1628	34.61057315	16.63402283	52.0024295	13.37629977	12	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA410_trim_adRm.fq.gz
AA411	63313	703775	8.996199069	4.866328017	380	0.0119	48.85676151	12.89790336	48.41261155	12.49142602	13	49	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA411_trim_adRm.fq.gz
AA426	14	1051	1.3320647	0.190294957	0	0	24.85714286	14.5805832	66.05042816	14.58323654	1	1	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA426_trim_adRm.fq.gz
AA427	1026	350004	0.293139507	0.076856264	10	0.2427	36.11969112	18.05703552	64.64640963	13.56821045	2	1	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA427_trim_adRm.fq.gz
AA428	1963	662584	0.296264323	0.052219794	5	0.3169	32.65398956	19.87076626	64.75881848	11.99879982	3	1	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA428_trim_adRm.fq.gz
AA429	7286	189003	3.854965265	0.829616461	3	0.4544	35.80327044	16.49190494	53.39587058	15.87098743	4	1	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA429_trim_adRm.fq.gz
AA430	594	133390	0.445310743	0.044980883	0	0.4714	21.12738854	12.58871451	72.95850049	6.805535334	5	1	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA430_trim_adRm.fq.gz
AA431	6562	623038	1.053226288	0.115883782	2	0.658	28.06773619	16.80092062	61.29808637	13.45384836	6	1	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA431_trim_adRm.fq.gz
AA211	6353	102580	6.193215052	2.621368688	1	0.1264	37.86594595	15.4371295	53.12785796	17.53086841	1	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA211_trim_adRm.fq.gz
AA212	36153	322968	11.19398826	6.779928662	13	0.0093	43.83680478	13.31407051	67.82819382	13.57432559	2	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA212_trim_adRm.fq.gz
AA213	3685	148265	2.485414629	1.232927528	11	0.0125	43.03215169	16.96125681	55.15597191	16.39579277	3	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA213_trim_adRm.fq.gz
AA215	53	6049	0.876177881	0.198379898	0	0.1509	34.95555556	20.68811204	70.96043701	10.46667326	5	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA215_trim_adRm.fq.gz
AA216	1661	19241	8.632607453	1.616340107	1	0.419	30.32746114	16.71746305	62.73405231	17.84875635	6	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA216_trim_adRm.fq.gz
AA217	2205	70262	3.138253964	0.693120036	2	0.3116	34.76679842	20.1665355	60.57007546	16.93832443	7	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA217_trim_adRm.fq.gz
AA218	611	18233	3.351066747	0.416826633	1	0.2799	24.04090909	13.2971355	63.75744657	16.57856814	8	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA218_trim_adRm.fq.gz
AA219	6210	700237	0.886842598	0.124529267	4	0.2681	25.02662266	13.28498055	58.20567386	15.99823358	9	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA219_trim_adRm.fq.gz
AA220	1406	82041	1.713777258	0.074353067	0	0.5711	20.68490879	10.17048468	69.77936434	11.64712383	10	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA220_trim_adRm.fq.gz
AA221	342	15736	2.173360447	0.152516523	0	0.4386	21.0625	10.57341574	61.74881304	16.29976962	11	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA221_trim_adRm.fq.gz
AA222	1352	38344	3.525975381	0.286876695	0	0.537	23.75079872	12.33175573	62.03559466	16.798197	12	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA222_trim_adRm.fq.gz
AA223	364	60511	0.601543521	0.085934789	0	0.1154	25.38198758	14.33597913	60.28340141	15.56637738	13	35	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA223_trim_adRm.fq.gz
AA197	706	5581	12.65006271	0.716717434	0	0.5652	19.60912052	8.1379235	67.76939406	16.56592654	1	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA197_trim_adRm.fq.gz
AA200	1129	11844	9.532252617	0.793650794	0	0.2914	21.97875	10.39246374	61.71636995	19.46854615	4	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA200_trim_adRm.fq.gz
AA201	118	221241	0.053335503	0.004519958	0	0.2119	24.2688172	15.7232449	74.28189643	3.099834333	5	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA201_trim_adRm.fq.gz
AA202	805	6723	11.97382121	1.755168823	1	0.4708	26.78169014	15.95439804	56.85482346	19.30125475	6	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA202_trim_adRm.fq.gz
AA204	932	12661	7.3611879	0.868809731	1	0.412	28.04744526	17.83925618	65.01653498	16.19812482	7	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA204_trim_adRm.fq.gz
AA206	476	10484	4.540251812	0.181228539	0	0.2647	19.58571429	8.801687871	68.58640664	14.95093894	9	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA206_trim_adRm.fq.gz
AA209	78	3590	2.17270195	0.250696379	0	0.0128	22.46753247	12.24700223	64.05962664	16.67899132	12	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA209_trim_adRm.fq.gz
AA210	1379	56362	2.446683936	0.46307796	7	0.2175	27.02038925	13.40650132	51.31673861	17.10085101	13	34	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA210_trim_adRm.fq.gz
AA138	299	9527	3.13844862	0.262412092	0	0.3746	23.71122995	12.85661338	55.89824748	16.60016216	1	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA138_trim_adRm.fq.gz
AA139	36443	722281	5.045543217	3.067504199	110	0.0246	52.7939232	15.07412801	67.81495544	12.96267484	2	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA139_trim_adRm.fq.gz
AA140	845	512209	0.164971721	0.042170286	5	0.0343	27.62990196	14.07875441	56.41790777	13.9436019	3	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA140_trim_adRm.fq.gz
AA141	12527	306734	4.083994601	2.188867227	10	0.0501	45.57786369	15.50273838	50.74394164	15.27656485	4	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA141_trim_adRm.fq.gz
AA144	1834	104623	1.75296063	0.400485553	1	0.1401	26.62333545	12.97582341	46.76553667	13.10999304	7	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA144_trim_adRm.fq.gz
AA145	83	2954	2.809749492	0.947867299	0	0	34.26506024	17.52704136	56.98205823	17.56445292	8	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA145_trim_adRm.fq.gz
AA149	206	7103	2.900183021	1.02773476	1	0.1262	39.03333333	18.61065352	62.50134238	16.39561443	12	30	OXF04	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA149_trim_adRm.fq.gz
AA331	11622	133270	8.720642305	0.207098372	1	0.8231	21.26021401	11.70833266	63.06613367	15.95912622	1	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA331_trim_adRm.fq.gz
AA332	3893	497221	0.782951645	0.502593414	4	0.0126	57.36758585	15.49137573	73.3599901	5.627570382	2	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA332_trim_adRm.fq.gz
AA333	2295	461251	0.497559897	0.311977643	2	0.0157	58.68880035	17.02109131	65.35822556	11.05650902	3	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA333_trim_adRm.fq.gz
AA334	12081	2561984	0.471548612	0.1261132	11	0.005	28.80024958	15.9568418	51.54844232	13.8383096	4	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA334_trim_adRm.fq.gz
AA335	2029	480602	0.422178851	0.091135701	1	0.033	26.68858308	14.3813921	53.51536517	14.02047238	5	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA335_trim_adRm.fq.gz
AA336	7013	176333	3.977134172	0.920984728	47	0.5062	41.96390413	21.5416816	64.05213476	13.26978518	6	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA336_trim_adRm.fq.gz
AA337	21440	154873	13.84360089	1.060869228	7	0.6647	27.41841703	14.50503818	54.88252905	18.19798029	7	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA337_trim_adRm.fq.gz
A338	13421	769018	1.745212726	1.117008965	20	0.0154	55.92568488	15.90656853	59.01548885	13.15247044	8	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/A338_trim_adRm.fq.gz
AA339	2837	840859	0.337393071	0.163285402	11	0.0599	51.75553056	20.9526008	63.24673452	11.69391504	9	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA339_trim_adRm.fq.gz
AA340	5206	2322973	0.224109363	0.083212332	6	0.1592	46.37514279	22.47432018	64.1214873	11.63653471	10	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA340_trim_adRm.fq.gz
AA341	28308	181922	15.56051495	9.325425182	134	0.0634	57.10047901	15.21147488	59.55751775	14.18479381	11	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA341_trim_adRm.fq.gz
AA342	2531	2128108	0.118931934	0.030590553	1	0.0091	31.14872408	19.07528726	63.70951019	11.97050576	12	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA342_trim_adRm.fq.gz
AA343	70423	958565	7.346710969	4.389582344	156	0.0128	54.58598717	13.16780751	56.2163525	13.09350871	13	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA343_trim_adRm.fq.gz
AA331	11622	133270	8.720642305	0.207098372	1	0.8231	21.26021401	11.70833266	63.06613367	15.95912622	1	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA331_trim_adRm.fq.gz
AA332	3893	497221	0.782951645	0.502593414	4	0.0126	57.36758585	15.49137573	73.3599901	5.627570382	2	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA332_trim_adRm.fq.gz
AA333	2295	461251	0.497559897	0.311977643	2	0.0157	58.68880035	17.02109131	65.35822556	11.05650902	3	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA333_trim_adRm.fq.gz
AA334	12081	2561984	0.471548612	0.1261132	11	0.005	28.80024958	15.9568418	51.54844232	13.8383096	4	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA334_trim_adRm.fq.gz
AA335	2029	480602	0.422178851	0.091135701	1	0.033	26.68858308	14.3813921	53.51536517	14.02047238	5	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA335_trim_adRm.fq.gz
AA336	7013	176333	3.977134172	0.920984728	47	0.5062	41.96390413	21.5416816	64.05213476	13.26978518	6	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA336_trim_adRm.fq.gz
AA337	21440	154873	13.84360089	1.060869228	7	0.6647	27.41841703	14.50503818	54.88252905	18.19798029	7	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA337_trim_adRm.fq.gz
A338	13421	769018	1.745212726	1.117008965	20	0.0154	55.92568488	15.90656853	59.01548885	13.15247044	8	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/A338_trim_adRm.fq.gz
AA339	2837	840859	0.337393071	0.163285402	11	0.0599	51.75553056	20.9526008	63.24673452	11.69391504	9	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA339_trim_adRm.fq.gz
AA340	5206	2322973	0.224109363	0.083212332	6	0.1592	46.37514279	22.47432018	64.1214873	11.63653471	10	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA340_trim_adRm.fq.gz
AA341	28308	181922	15.56051495	9.325425182	134	0.0634	57.10047901	15.21147488	59.55751775	14.18479381	11	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA341_trim_adRm.fq.gz
AA342	2531	2128108	0.118931934	0.030590553	1	0.0091	31.14872408	19.07528726	63.70951019	11.97050576	12	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA342_trim_adRm.fq.gz
AA343	70423	958565	7.346710969	4.389582344	156	0.0128	54.58598717	13.16780751	56.2163525	13.09350871	13	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA343_trim_adRm.fq.gz
AA331	11622	133270	8.720642305	0.207098372	1	0.8231	21.26021401	11.70833266	63.06613367	15.95912622	1	44	OXF06	Pig	/media/raid5/laurent/screen_results_27022016/raw_split//Pig/AA331_trim_adRm.fq.gz
